1,2,3,4,5,6
1,4,7,8,9,10
1,4,7,8,9,25
1,4,7,8,9,50
1,4,7,8,9,75
1,4,7,8,9,100
1,4,7,8,10,25
1,4,7,8,10,50
1,4,7,8,10,75
1,4,7,8,10,100
1,4,7,8,25,50
1,4,7,8,25,75
1,4,7,8,25,100
1,4,7,8,50,75
1,4,7,8,50,100
1,4,7,8,75,100
1,4,7,9,10,25
1,4,7,9,10,50
1,4,7,9,10,75
1,4,7,9,10,100
1,4,7,9,25,50
1,4,7,9,25,75
1,4,7,9,25,100
1,4,7,9,50,75
1,4,7,9,50,100
1,4,7,9,75,100
1,4,7,10,25,50
1,4,7,10,25,75
1,4,7,10,25,100
1,4,7,10,50,75
1,4,7,10,50,100
1,4,7,10,75,100
1,4,7,25,50,75
1,4,7,25,50,100
1,4,7,25,75,100
1,4,7,50,75,100
1,4,8,9,10,25
1,4,8,9,10,50
1,4,8,9,10,75
1,4,8,9,10,100
1,4,8,9,25,50
1,4,8,9,25,75
1,4,8,9,25,100
1,4,8,9,50,75
1,4,8,9,50,100
1,4,8,9,75,100
1,4,8,10,25,50
1,4,8,10,25,75
1,4,8,10,25,100
1,4,8,10,50,75
1,4,8,10,50,100
1,4,8,10,75,100
1,4,8,25,50,75
1,4,8,25,50,100
1,4,8,25,75,100
1,4,8,50,75,100
1,4,9,10,25,50
1,4,9,10,25,75
1,4,9,10,25,100
1,4,9,10,50,75
1,4,9,10,50,100
1,4,9,10,75,100
1,4,9,25,50,75
1,4,9,25,50,100
1,4,9,25,75,100
1,4,9,50,75,100
1,4,10,25,50,75
1,4,10,25,50,100
1,4,10,25,75,100
1,4,10,50,75,100
1,4,25,50,75,100
1,5,6,7,8,9
1,5,6,7,8,10
1,5,6,7,8,25
1,5,6,7,8,50
1,5,6,7,8,75
1,5,6,7,8,100
1,5,6,7,9,10
1,5,6,7,9,25
1,5,6,7,9,50
1,5,6,7,9,75
1,5,6,7,9,100
1,5,6,7,10,25
1,5,6,7,10,50
1,5,6,7,10,75
1,5,6,7,10,100
1,5,6,7,25,50
1,5,6,7,25,75
1,5,6,7,25,100
1,5,6,7,50,75
1,5,6,7,50,100
1,5,6,7,75,100
1,5,6,8,9,10
1,5,6,8,9,25
1,5,6,8,9,50
1,5,6,8,9,75
1,5,6,8,9,100
1,5,6,8,10,25
1,5,6,8,10,50
1,5,6,8,10,75
1,5,6,8,10,100
1,5,6,8,25,50
1,5,6,8,25,75
1,5,6,8,25,100
1,5,6,8,50,75
1,5,6,8,50,100
1,5,6,8,75,100
1,5,6,9,10,25
1,5,6,9,10,50
1,5,6,9,10,75
1,5,6,9,10,100
1,5,6,9,25,50
1,5,6,9,25,75
1,5,6,9,25,100
1,5,6,9,50,75
1,5,6,9,50,100
1,5,6,9,75,100
1,5,6,10,25,50
1,5,6,10,25,75
1,5,6,10,25,100
1,5,6,10,50,75
1,5,6,10,50,100
1,5,6,10,75,100
1,5,6,25,50,75
1,5,6,25,50,100
1,5,6,25,75,100
1,5,6,50,75,100
1,5,7,8,9,10
1,5,7,8,9,25
1,5,7,8,9,50
1,5,7,8,9,75
1,5,7,8,9,100
1,5,7,8,10,25
1,5,7,8,10,50
1,5,7,8,10,75
1,5,7,8,10,100
1,5,7,8,25,50
1,5,7,8,25,75
1,5,7,8,25,100
1,5,7,8,50,75
1,5,7,8,50,100
1,5,7,8,75,100
1,5,7,9,10,25
1,5,7,9,10,50
1,5,7,9,10,75
1,5,7,9,10,100
1,5,7,9,25,50
1,5,7,9,25,75
1,5,7,9,25,100
1,5,7,9,50,75
1,5,7,9,50,100
1,5,7,9,75,100
1,5,7,10,25,50
1,5,7,10,25,75
1,5,7,10,25,100
1,5,7,10,50,75
1,5,7,10,50,100
1,5,7,10,75,100
1,5,7,25,50,75
1,5,7,25,50,100
1,5,7,25,75,100
1,5,7,50,75,100
1,5,8,9,10,25
1,5,8,9,10,50
1,5,8,9,10,75
1,5,8,9,10,100
1,5,8,9,25,50
1,5,8,9,25,75
1,5,8,9,25,100
1,5,8,9,50,75
1,5,8,9,50,100
1,5,8,9,75,100
1,5,8,10,25,50
1,5,8,10,25,75
1,5,8,10,25,100
1,5,8,10,50,75
1,5,8,10,50,100
1,5,8,10,75,100
1,5,8,25,50,75
1,5,8,25,50,100
1,5,8,25,75,100
1,5,8,50,75,100
1,5,9,10,25,50
1,5,9,10,25,75
1,5,9,10,25,100
1,5,9,10,50,75
1,5,9,10,50,100
1,5,9,10,75,100
1,5,9,25,50,75
1,5,9,25,50,100
1,5,9,25,75,100
1,5,9,50,75,100
1,5,10,25,50,75
1,5,10,25,50,100
1,5,10,25,75,100
1,5,10,50,75,100
1,5,25,50,75,100
1,6,7,8,9,10
1,6,7,8,9,25
1,6,7,8,9,50
1,6,7,8,9,75
